FPR,TPR,Coverage,Quality,Conditions
0.2669270833333333,0.8232758620689655,396,0.7962149784482758,age >= 29.0 AND marital-status = 'Married-civ-spouse'
0.30859375,0.8405172413793104,432,0.7957839439655172,age >= 24.0 AND marital-status = 'Married-civ-spouse'
0.3229166666666667,0.8405172413793104,443,0.7914870689655172,marital-status = 'Married-civ-spouse'
0.22265625,0.7974137931034483,356,0.7913927801724139,education-num >= 9.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse'
0.2721354166666667,0.8146551724137931,398,0.7886179956896552,education-num >= 9.0 AND marital-status = 'Married-civ-spouse'
0.2916666666666667,0.8189655172413793,414,0.7857758620689655,hours-per-week >= 26.0 AND marital-status = 'Married-civ-spouse'
0.23828125,0.7844827586206896,365,0.7776535560344827,hours-per-week >= 26.0 AND age >= 30.0 AND marital-status = 'Married-civ-spouse'
0.22265625,0.7543103448275862,346,0.7612203663793103,age >= 24.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 82465.0
0.2265625,0.7543103448275862,349,0.7600484913793103,age >= 24.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND age <= 58.0
0.21744791666666666,0.75,341,0.759765625,age >= 24.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND hours-per-week >= 40.0
0.18359375,0.7327586206896551,311,0.7578529094827586,education-num >= 9.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 83311.0
0.18880208333333334,0.7327586206896551,315,0.7562904094827586,education-num >= 9.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND age <= 58.0
0.2578125,0.75,372,0.7476562499999999,age >= 24.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND capital-loss <= 0.0
0.21354166666666666,0.728448275862069,333,0.7458512931034482,age >= 29.0 AND hours-per-week >= 36.0 AND marital-status = 'Married-civ-spouse' AND hours-per-week <= 60.0
0.21614583333333334,0.728448275862069,335,0.7450700431034483,education-num >= 9.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND capital-loss <= 0.0
0.23177083333333334,0.7327586206896551,348,0.7433997844827586,age >= 24.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND race = 'White'
0.18229166666666666,0.7112068965517241,305,0.7431573275862069,age >= 29.0 AND hours-per-week >= 36.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 81973.0
0.19921875,0.7155172413793104,319,0.7410964439655172,hours-per-week >= 26.0 AND age >= 30.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 85815.0
0.22265625,0.7241379310344828,339,0.740099676724138,education-num >= 9.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND education-num <= 14.0
0.19270833333333334,0.7112068965517241,313,0.7400323275862069,education-num >= 9.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND race = 'White'
0.23307291666666666,0.728448275862069,348,0.7399919181034482,age >= 24.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND sex = 'Male'
0.23307291666666666,0.728448275862069,348,0.7399919181034482,age >= 24.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND native-country = 'United-States'
0.18359375,0.7068965517241379,305,0.7397494612068966,age >= 29.0 AND fnlwgt >= 80145.0 AND marital-status = 'Married-civ-spouse' AND hours-per-week >= 38.0
0.20833333333333334,0.7155172413793104,326,0.7383620689655173,age >= 24.0 AND marital-status = 'Married-civ-spouse' AND age >= 31.0 AND hours-per-week >= 40.0
0.20052083333333334,0.7112068965517241,319,0.7376885775862069,education-num >= 9.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND native-country = 'United-States'
0.18098958333333334,0.7025862068965517,302,0.7375134698275863,age >= 29.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 82465.0 AND hours-per-week >= 38.0
0.21354166666666666,0.7155172413793104,330,0.7367995689655172,age >= 24.0 AND marital-status = 'Married-civ-spouse' AND age >= 31.0 AND fnlwgt >= 84154.0
0.18359375,0.7025862068965517,304,0.7367322198275862,education-num >= 9.0 AND marital-status = 'Married-civ-spouse' AND age <= 57.0 AND age >= 30.0
0.19270833333333334,0.7025862068965517,311,0.7339978448275862,education-num >= 9.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND sex = 'Male'
0.20572916666666666,0.7068965517241379,322,0.7331088362068965,hours-per-week >= 26.0 AND age >= 30.0 AND marital-status = 'Married-civ-spouse' AND age <= 57.0
0.24609375,0.7241379310344828,357,0.733068426724138,age >= 24.0 AND marital-status = 'Married-civ-spouse' AND hours-per-week >= 40.0 AND hours-per-week <= 60.0
0.21614583333333334,0.7112068965517241,331,0.7330010775862068,age >= 24.0 AND marital-status = 'Married-civ-spouse' AND age >= 31.0 AND age <= 58.0
0.20833333333333334,0.7068965517241379,324,0.7323275862068965,hours-per-week >= 26.0 AND age >= 30.0 AND marital-status = 'Married-civ-spouse' AND sex = 'Male'
0.17838541666666666,0.6939655172413793,298,0.7322602370689656,education-num >= 9.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 83311.0 AND age >= 31.0
0.22916666666666666,0.7155172413793104,342,0.7321120689655173,hours-per-week >= 26.0 AND age >= 30.0 AND marital-status = 'Married-civ-spouse' AND capital-loss <= 0.0
0.20963541666666666,0.7068965517241379,325,0.7319369612068966,age >= 29.0 AND marital-status = 'Married-civ-spouse' AND hours-per-week >= 40.0 AND hours-per-week <= 60.0
0.23046875,0.7155172413793104,343,0.7317214439655173,age >= 29.0 AND relationship = 'Husband'
0.23046875,0.7155172413793104,343,0.7317214439655173,age >= 24.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND relationship = 'Husband'
0.23046875,0.7155172413793104,343,0.7317214439655173,age >= 29.0 AND marital-status = 'Married-civ-spouse' AND sex = 'Male' AND relationship = 'Husband'
0.19140625,0.6982758620689655,309,0.7313712284482758,hours-per-week >= 26.0 AND marital-status = 'Married-civ-spouse' AND age >= 31.0 AND fnlwgt >= 86551.0
0.19270833333333334,0.6982758620689655,310,0.7309806034482759,hours-per-week >= 26.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt >= 85812.0 AND age >= 31.0
0.1953125,0.6982758620689655,312,0.7301993534482758,age >= 29.0 AND hours-per-week >= 36.0 AND marital-status = 'Married-civ-spouse' AND sex = 'Male'
0.23567708333333334,0.7155172413793104,347,0.7301589439655172,age >= 24.0 AND age >= 29.0 AND marital-status = 'Married-civ-spouse' AND fnlwgt <= 285854.0
0.24609375,0.7198275862068966,356,0.7300511853448276,hours-per-week >= 26.0 AND relationship = 'Husband'
0.24609375,0.7198275862068966,356,0.7300511853448276,hours-per-week >= 26.0 AND marital-status = 'Married-civ-spouse' AND sex = 'Male' AND relationship = 'Husband'
0.17708333333333334,0.6896551724137931,296,0.7296336206896552,education-num >= 9.0 AND marital-status = 'Married-civ-spouse' AND age >= 31.0 AND fnlwgt >= 85815.0
0.1875,0.6939655172413793,305,0.7295258620689655,age >= 29.0 AND marital-status = 'Married-civ-spouse' AND age <= 58.0 AND fnlwgt >= 87418.0
0.1796875,0.6896551724137931,298,0.7288523706896552,education-num >= 9.0 AND marital-status = 'Married-civ-spouse' AND age >= 31.0 AND age <= 58.0
0.1796875,0.6896551724137931,298,0.7288523706896552,age >= 29.0 AND marital-status = 'Married-civ-spouse' AND hours-per-week >= 40.0 AND fnlwgt >= 80945.0
0.1796875,0.6896551724137931,298,0.7288523706896552,education-num >= 9.0 AND marital-status = 'Married-civ-spouse' AND hours-per-week >= 40.0 AND age >= 31.0
