rank,conditions,coverage,coverage_ratio,tpr,fpr,precision,roc_quality,keep_reason
1,capital-gain != 0.0 AND marital-status == Married-civ-spouse,52,0.052,0.16810344827586207,0.016927083333333332,0.75,0.9830729166666666,HIGH_QUALITY
2,occupation == Exec-managerial AND relationship == Husband,66,0.066,0.22413793103448276,0.018229166666666668,0.7878787878787878,0.9817708333333334,ROC_HULL
3,education == Masters AND relationship != Wife,50,0.05,0.10344827586206896,0.033854166666666664,0.48,0.9661458333333334,HIGH_QUALITY
4,marital-status == Married-civ-spouse AND education-num >= 10.0,251,0.251,0.6206896551724138,0.13932291666666666,0.5737051792828686,0.8606770833333334,ROC_HULL
5,relationship == Own-child AND age <= 36.0,142,0.142,0.0,0.18489583333333334,0.0,0.8151041666666666,ROC_HULL
6,marital-status == Married-civ-spouse AND age >= 28.0,410,0.41,0.8318965517241379,0.2825520833333333,0.47073170731707314,0.7174479166666667,ROC_HULL
7,age <= 28.0 AND marital-status != Married-civ-spouse,225,0.225,0.004310344827586207,0.2916666666666667,0.0044444444444444444,0.7083333333333333,ROC_HULL
8,marital-status != Married-civ-spouse AND education-num <= 10.0,392,0.392,0.034482758620689655,0.5,0.02040816326530612,0.5,ROC_HULL
9,age >= 28.0 AND relationship != Unmarried,661,0.661,0.9568965517241379,0.5716145833333334,0.3358547655068079,0.42838541666666663,ROC_HULL
10,marital-status != Married-civ-spouse AND hours-per-week <= 45.0,479,0.479,0.07758620689655173,0.6002604166666666,0.037578288100208766,0.39973958333333337,ROC_HULL
11,age >= 28.0 AND marital-status != Separated,727,0.727,0.9870689655172413,0.6484375,0.3149931224209078,0.3515625,ROC_HULL
12,marital-status != Married-civ-spouse AND workclass != Federal-gov,545,0.545,0.13793103448275862,0.66796875,0.05871559633027523,0.33203125,ROC_HULL
13,occupation != Exec-managerial AND capital-gain <= 0.0,813,0.813,0.5775862068965517,0.8841145833333334,0.16482164821648215,0.11588541666666663,ROC_HULL
14,occupation != Exec-managerial AND capital-loss != 2415,873,0.873,0.6939655172413793,0.9270833333333334,0.18442153493699887,0.07291666666666663,ROC_HULL
15,capital-loss != 2415 AND capital-gain <= 0.0,916,0.916,0.7931034482758621,0.953125,0.20087336244541484,0.046875,ROC_HULL
16,age != 17 AND marital-status != Married-spouse-absent,965,0.965,1.0,0.9544270833333334,0.24041450777202072,0.04557291666666663,ROC_HULL
17,capital-loss != 2415 AND workclass != Self-emp-inc,964,0.964,0.9051724137931034,0.9817708333333334,0.21784232365145229,0.01822916666666663,ROC_HULL
